Id,Category,Sentence
6182,2,Has all the right elements but completely fails to gel together .
572,1,A rote exercise in both animation and storytelling .
2281,2,Spy-vs .
7889,3,The film grows on you .
5249,3,"The story plays out slowly , but the characters are intriguing and realistic ."
8594,2,Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .
9480,3,"In between the icy stunts , the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '"
2375,2,Most of the characters come off as pantomimesque sterotypes .
5236,0,Like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .
1609,1,I ca n't say this enough : This movie is about an adult male dressed in pink jammies .
8695,0,... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for ? ''
11467,0,"Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit ."
7011,0,Very stupid and annoying .
8863,2,"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism ."
5252,2,"In capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st ."
1374,2,"The whole mildly pleasant outing -- the R rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of Tim Allen ."
268,2,"Bacon keeps things interesting , but do n't go out of your way to pay full price ."
4736,2,An unflinching look at the world 's dispossessed .
7682,3,"As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain ."
2711,2,"The film 's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments ."
3676,1,"Why , you may ask , why should you buy the movie milk when the TV cow is free ?"
1057,1,I do n't think so .
3368,3,"Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here , but a tasty performance from Vincent Gallo lifts this tale of cannibal lust above the ordinary ."
4814,3,"As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable ."
3033,2,Is truth stranger than fiction ?
488,3,With the prospect of films like Kangaroo Jack about to burst across America 's winter movie screens it 's a pleasure to have a film like The Hours as an alternative .
10541,1,Love Liza is a festival film that would have been better off staying on the festival circuit .
3460,1,"If you 're looking for a story , do n't bother ."
2458,3,A harrowing account of a psychological breakdown .
7247,1,An awkward hybrid of genres that just does n't work .
2261,3,There 's an energy to Y Tu Mamá También .
5652,2,"I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks ."
5033,1,An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .
1942,3,The first Bond movie in ages that is n't fake fun .
6142,3,"A bracing , unblinking work that serves as a painful elegy and sobering cautionary tale ."
7899,3,"If the film has a problem , its shortness disappoints : You want the story to go on and on ."
4644,3,A beguiling evocation of the quality that keeps Dickens evergreen : the exuberant openness with which he expresses our most basic emotions .
4960,0,The lack of naturalness makes everything seem self-consciously poetic and forced ... It 's a pity that -LRB- Nelson 's -RRB- achievement does n't match his ambition .
7156,3,"Though a touch too Arthouse 101 in its poetic symbolism , Heaven proves to be a good match of the sensibilities of two directors ."
3361,1,"The problem , amazingly enough , is the screenplay ."
11322,2,Almost .
2726,3,"There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why ."
2096,2,"Um , no. ."
981,1,I 'm not exactly sure what this movie thinks it is about .
4152,4,"Muccino , who directed from his own screenplay , is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex ."
11442,1,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype ."
11109,2,There are moments of real pleasure to be found in Sara Sugarman 's whimsical comedy Very Annie-Mary but not enough to sustain the film .
7751,1,"It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s ."
7360,2,"to be more engaging on an emotional level , funnier , and on the whole less detached ."
9308,2,"The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off ."
10443,2,"She 's a cipher , played by an actress who smiles and frowns but does n't reveal an inner life ."
2363,4,It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .
1979,1,It 's like an all-star salute to Disney 's cheesy commercialism .
3480,2,"Going to this movie is a little like chewing whale blubber - it 's an acquired taste that takes time to enjoy , but it 's worth it , even if it does take 3 hours to get through ."
7843,3,I will be .
2758,3,"The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way ."
10795,1,"Its audacious ambitions sabotaged by pomposity , Steven Soderbergh 's space opera emerges as a numbingly dull experience ."
4081,3,"Pan Nalin 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient Indian practice , are as subtle and as enigmatic ."
1170,2,Anyone else seen this before ?
5378,2,"Made for teens and reviewed as such , this is recommended only for those under 20 years of age ... and then only as a very mild rental ."
2131,2,An original little film about one young woman 's education .
3299,0,... irritating soul-searching garbage .
10060,4,"Bittersweet comedy\/drama full of life , hand gestures , and some really adorable Italian guys ."
6332,3,`` Birthday Girl '' is an actor 's movie first and foremost .
762,1,Boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .
8480,1,Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .
5275,3,Discursive but oddly riveting documentary .
5793,1,"He does n't , however , deliver nearly enough of the show 's trademark style and flash ."
728,4,"A lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity ."
4316,4,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .
1458,0,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that ."
3469,3,It rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .
8087,1,"Squandering his opportunity to make absurdist observations , Burns gets caught up in the rush of slapstick thoroughfare ."
7461,3,"Tambor and Clayburgh make an appealing couple -- he 's understated and sardonic , she 's appealingly manic and energetic ."
7433,1,"Well made but uninvolving , Bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery ."
8082,2,Bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of Castro so predominantly charitable it can only be seen as propaganda .
4347,4,It is definitely worth seeing .
9769,0,"The predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances ."
1418,1,"A visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this ."
9634,2,One just waits grimly for the next shock without developing much attachment to the characters .
4506,3,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture
992,3,Does point the way for adventurous Indian filmmakers toward a crossover into nonethnic markets .
2019,3,"Let 's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate ."
3598,4,The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it .
3101,3,"The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits ."
1240,0,"... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''"
460,1,Too bad writer-director Adam Rifkin situates it all in a plot as musty as one of the Golden Eagle 's carpets .
3023,2,`` Punch-Drunk Love '' is a little like a chocolate milk moustache ...
5756,1,Five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before .
6320,4,"For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half ."
9620,3,"Ash Wednesday is not Edward Burns ' best film , but it is a good and ambitious film ."
5972,3,imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor
5561,4,"Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film ."
3977,3,"With a large cast representing a broad cross-section , Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes ."
5998,1,"This odd , distant Portuguese import more or less borrows from Bad Lieutenant and Les Vampires , and comes up with a kind of art-house gay porn film ."
9932,3,"The performances of the children , untrained in acting , have an honesty and dignity that breaks your heart ."
2804,4,"A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers ."
3439,4,"Effective in all its aspects , Margarita Happy Hour represents an auspicious feature debut for Chaiken ."
6303,3,"The script is smart , not cloying ."
7459,1,"A simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something ."
973,4,One of the most splendid entertainments to emerge from the French film industry in years .
4749,3,"A moving essay about the specter of death , especially suicide ."
5032,2,"So earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script ."
1081,3,"I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent ."
7097,1,"If you are willing to do this , then you so crazy !"
681,1,Kapur 's contradictory feelings about his material result in a movie that works against itself .
4840,4,The film is one of the year 's best .
10248,1,"Were Dylan Thomas alive to witness first-time director Ethan Hawke 's strained Chelsea Walls , he might have been tempted to change his landmark poem to , ` Do Not Go Gentle Into That Good Theatre . '"
4870,3,"By applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject ."
2510,1,"This is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable ."
342,4,"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries ."
6858,2,Innocuous enough to make even Jean-Claude Van Damme look good .
6850,2,Now I can see why people thought I was too hard on `` The Mothman Prophecies '' .
8964,0,Not even Felinni would know what to make of this Italian freakshow .
8597,4,Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format ?
636,4,"MacDowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done ."
2216,2,` Like a child with an important message to tell ... -LRB- Skins ' -RRB- faults are easy to forgive because the intentions are lofty . '
3653,0,And it 's not that funny -- which is just generally insulting .
3938,3,"Despite an overwrought ending , the film works as well as it does because of the performances ."
3673,1,It concentrates far too much on the awkward interplay and utter lack of chemistry between Chan and Hewitt .
10313,2,Confounding because it solemnly advances a daringly preposterous thesis .
10143,2,"At the film 's centre is a precisely layered performance by an actor in his mid-seventies , Michel Piccoli ."
2710,3,Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .
4635,3,brought to life on the big screen .
10203,3,"A rich tale of our times , very well told with an appropriate minimum of means ."
8562,2,A tedious parable about honesty and good sportsmanship .
6478,1,"After the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichés , depression and bad alternative music ."
5486,3,"It 's funny and human and really pretty damned wonderful , all at once ."
10845,0,Burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .
2659,2,A little objectivity could have gone a long way .
9220,2,"It 's a tour de force , written and directed so quietly that it 's implosion rather than explosion you fear ."
8191,3,The irony is that this film 's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own .
5764,1,The one not-so-small problem with Expecting is that the entire exercise has no real point .
9251,3,"If you can read the subtitles -LRB- the opera is sung in Italian -RRB- and you like ` Masterpiece Theatre ' type costumes , you 'll enjoy this movie ."
7706,2,I was sent a copyof this film to review on DVD .
10836,2,"By the end , you just do n't care whether that cold-hearted snake Petrovich -LRB- that would be Reno -RRB- gets his comeuppance ."
9665,3,"Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown ."
5672,0,"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else ."
1085,4,"A movie I loved on first sight and , even more important , love in remembrance ."
9988,1,"Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities ."
1708,3,"At its best , which occurs often , Michael Moore 's Bowling for Columbine rekindles the muckraking , soul-searching spirit of the ` Are we a sick society ? '"
1548,0,"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms ."
819,2,displays the potential for a better movie than what Bailly manages to deliver
5314,1,Their contrast is neither dramatic nor comic -- it 's just a weird fizzle .
7059,0,"The film is all over the place , really ."
10068,3,"It seems impossible that an epic four-hour Indian musical about a cricket game could be this good , but it is ."
6678,3,"If you think it 's a riot to see Rob Schneider in a young woman 's clothes , then you 'll enjoy The Hot Chick ."
2120,1,The screenplay flounders under the weight of too many story lines .
9691,4,About Schmidt is undoubtedly one of the finest films of the year .
11407,2,There 's no getting around the fact that this is Revenge Of The Nerds Revisited -- again .
5659,2,What is the filmmakers ' point ?
33,0,"By that measure , it is a failure ."
3992,3,"Oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny ."
4105,4,Birthday Girl walks a tricky tightrope between being wickedly funny and just plain wicked .
10598,0,Done in mostly by a weak script that ca n't support the epic treatment .
10474,3,Ramsay and Morton fill this character study with poetic force and buoyant feeling .
8394,2,A fascinating but choppy documentary .
41,1,More likely to have you scratching your head than hiding under your seat .
11476,2,the phone rings and a voice tells you you 've got seven days left to live .
5884,0,"An empty , purposeless exercise ."
1578,2,"Wraps itself in the guise of a dark and quirky comedy , but it is n't as quirky as it thinks it is and its comedy is generally mean-spirited ."
8904,1,An unsophisticated sci-fi drama that takes itself all too seriously .
6023,2,"It may not be as cutting , as witty or as true as back in the glory days of Weekend and Two or Three Things I Know About Her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ?"
5907,2,And that holds true for both the movie and the title character played by Brendan Fraser .
3548,2,Whether you like it or not is basically a matter of taste .
3496,4,"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep ."
740,1,Disney again ransacks its archives for a quick-buck sequel .
4640,4,You have to see it .
8811,3,Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .
4929,3,"Unexpected , and often contradictory , truths emerge ."
3978,1,Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .
9754,1,The movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .
9966,3,"You would n't want to live waydowntown , but it is a hilarious place to visit ."
3262,1,"Mostly , Shafer and co-writer Gregory Hinton lack a strong-minded viewpoint , or a sense of humor ."
888,3,Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .
4662,4,"Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie ."
7200,2,Just plain silly .
5109,0,"The film 's lack of personality permeates all its aspects -- from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed ."
3381,1,"Hill looks to be going through the motions , beginning with the pale script ."
8916,3,"Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker ."
4948,1,The movie is too impressed with its own solemn insights to work up much entertainment value .
5481,3,"As immaculate as Stuart Little 2 is , it could be a lot better if it were , well , more adventurous ."
9573,1,Every joke is repeated at least four times .
9005,2,Some motion pictures portray ultimate passion ; others create ultimate thrills .
1622,1,"Well made but uninvolving , Bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery ."
10986,1,Like being able to hit on a 15-year old when you 're over 100 .
7445,4,The wanton slipperiness of \* Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .
8626,4,An impressive hybrid .
2056,1,One of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .
11447,2,"You really have to salute writer-director Haneke -LRB- he adapted Elfriede Jelinek 's novel -RRB- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch ."
9662,1,"Sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading ."
8995,4,"If you like quirky , odd movies and\/or the ironic , here 's a fun one ."
9537,3,Playing a role of almost Bergmanesque intensity ... Bisset is both convincing and radiant .
9706,2,"In some ways , Lagaan is quintessential Bollywood ."
1583,1,The Master of Disguise represents Adam Sandler 's latest attempt to dumb down the universe .
8311,0,"The appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet ."
4729,1,"White has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else ."
1269,1,"An ugly , revolting movie ."
10710,1,"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him ."
7738,1,"Deadly dull , pointless meditation on losers in a gone-to-seed hotel ."
9213,4,"Awesome work : ineffable , elusive , yet inexplicably powerful"
4937,2,echo of allusions to other films .
178,0,It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .
8533,1,The movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .
4689,4,Often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .
7112,3,"A quaint , romanticized rendering ."
8198,2,A disturbing examination of what appears to be the definition of a ` bad ' police shooting .
8140,4,It 's been done before but never so vividly or with so much passion .
8081,1,The thing about guys like Evans is this : You 're never quite sure where self-promotion ends and the truth begins .
1145,0,"... pitiful , slapdash disaster ."
9417,1,Make Chan 's action sequences boring .
527,3,"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd ."
7241,3,Able to provide insight into a fascinating part of theater history .
4362,3,"It 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on ."
1878,3,"An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool ."
8893,2,The Pianist lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .
9289,3,"One of the best films I have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense ."
8280,3,"As an actor 's showcase , Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player ."
3370,1,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line .
4899,2,Only those most addicted to film violence in all its forms will find anything here to appreciate .
5237,3,Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .
836,4,Moving and vibrant .
10566,2,"While Glover , the irrepressible eccentric of River 's Edge , Dead Man and Back to the Future , is perfect casting for the role , he represents Bartleby 's main overall flaw ."
8057,0,One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .
2334,1,Eight Legged Freaks ?
6400,1,"A series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story ."
3462,1,Imperfect ?
8999,1,"The film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class ."
3909,4,Insanely hilarious !
6879,2,"Despite a performance of sustained intelligence from Stanford and another of subtle humour from Bebe Neuwirth , as an older woman who seduces Oscar , the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off"
6920,2,One of the film 's most effective aspects is its Tchaikovsky soundtrack of neurasthenic regret .
6413,1,This film is too busy hitting all of its assigned marks to take on any life of its own .
10526,1,... most viewers will wish there had been more of the `` Queen '' and less of the `` Damned . ''
10288,0,"This movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment ."
8217,2,"Ze movie starts out so funny , then she is nothing ."
4087,2,Is Red Dragon worthy of a place alongside the other Hannibal movies ?
8142,4,"As the movie traces Mr. Brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times ."
1305,2,An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .
1712,2,You have enough finely tuned acting to compensate for the movie 's failings .
769,3,"Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation ."
7579,3,"For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world ."
5683,1,"Nothing wrong with performances here , but the whiney characters bugged me ."
10772,1,This is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .
9307,3,A haunting tale of murder and mayhem .
4854,2,"Harry Potter and the Chamber of Secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate ."
1571,1,"A good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground ."
6143,2,"the Venezuelans say things like `` si , pretty much '' and `` por favor , go home '' when talking to Americans ."
1560,1,Little more than a well-mounted history lesson .
963,0,"The obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old Hanna-Barbera charm ."
10217,3,A haunting tale of murder and mayhem .
5193,1,"Full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , Time Out is a discreet moan of despair about entrapment in the maze of modern life ."
288,4,Piccoli gives a superb performance full of deep feeling .
8452,3,"It 's very Beavis and Butthead , yet always seems to elicit a chuckle ."
6798,1,"Like the excruciating End of Days , Collateral Damage presents Schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions ."
2214,3,"As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism ."
7478,1,"When a movie asks you to feel sorry for Mick Jagger 's sex life , it already has one strike against it ."
7504,4,"Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare ."
855,3,"There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling ."
8302,2,"John Carlen 's script is full of unhappy , two-dimensional characters who are anything but compelling ."
847,3,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact ."
4486,3,Well-made but mush-hearted .
6675,3,Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .
7844,4,The wanton slipperiness of \* Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .
2622,1,"If Divine Secrets of the Ya-Ya Sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances ."
10437,4,It works its magic with such exuberance and passion that the film 's length becomes a part of its fun .
4137,2,The Porky 's Revenge : Ultimate Edition ?
7047,2,Trades run-of-the-mill revulsion for extreme unease .
3404,2,Plays like a checklist of everything Rob Reiner and his cast were sending up .
1215,2,The dominant feeling is something like nostalgia . '
2526,2,"Denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural , sexual and social discord ."
10355,1,"Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony , Jackass lacks aspirations of social upheaval ."
1940,0,Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .
9341,3,"Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show ."
10829,3,An old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .
3129,2,I survived .
4321,3,"Filmmakers Dana Janklowicz-Mann and Amir Mann area headed east , Far East , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie"
6110,1,If only it had the story to match .
724,3,"The script is smart , not cloying ."
2748,3,"Tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written ."
1346,2,"A static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes ."
5168,4,I like this movie a lot .
4303,0,"Feels at times like a giant commercial for Universal Studios , where much of the action takes place ."
5662,0,The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final -LRB- restored -RRB- third ... emotionally belittle a cinema classic .
226,0,... you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .
6724,1,"Lacking substance and soul , Crossroads comes up shorter than Britney 's cutoffs ."
9166,3,"In fact , it 's quite fun in places ."
9890,3,Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .
10746,3,"Though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should ."
1329,2,Dense and enigmatic ... elusive ... stagy and stilted
4113,4,"As warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated ."
3064,3,"She is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew ."
9392,4,It trusts the story it sets out to tell .
9328,2,Absorbing character
4994,3,"A movie just for Friday fans , critics be damned ."
2823,4,"A sexy , surprising romance ... Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger ."
3847,1,"While it is welcome to see a Chinese film depict a homosexual relationship in a mature and frank fashion , Lan Yu never catches dramatic fire ."
3565,2,"Though it was made with careful attention to detail and is well-acted by James Spader and Maggie Gyllenhaal , I felt disrespected ."
5315,1,"If nothing else , `` Rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by LL Cool J."
11059,1,But how it washed out despite all of that is the project 's prime mystery .
5302,0,Wedding feels a bit anachronistic .
6113,3,Happy Times maintains an appealing veneer without becoming too cute about it .
4974,3,"A little melodramatic , but with enough hope to keep you engaged ."
10921,3,Ramsay and Morton fill this character study with poetic force and buoyant feeling .
3924,1,The jokes are telegraphed so far in advance they must have been lost in the mail .
1573,1,"Overwrought , melodramatic bodice-ripper ."
1608,3,Otto-Sallies has a real filmmaker 's eye .
2340,0,Perhaps the grossest movie ever made .
5996,3,Another entertaining romp from Robert Rodriguez .
11125,3,Boomers and their kids will have a Barrie good time .
53,2,"Has an uppity musical beat that you can dance to , but its energy ca n't compare to the wit , humor and snappy dialogue of the original ."
1927,0,It 's uninteresting .
11264,4,Morton deserves an Oscar nomination .
10569,2,"In the end , though , it is only mildly amusing when it could have been so much more ."
4843,1,Kapur weighs down the tale with bogus profundities .
9921,2,Exposing the ways we fool ourselves is One Hour Photo 's real strength .
3175,3,The engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion .
11118,0,A work that lacks both a purpose and a strong pulse .
8571,4,"Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai ."
2775,2,"Make no mistake , ivans xtc ."
8897,3,The Wild Thornberrys Movie has all the sibling rivalry and general family chaos to which anyone can relate .
1102,3,Daughter From Danang sticks with its subjects a little longer and tells a deeper story
1618,2,As we have come to learn -- as many times as we have fingers to count on -- Jason is a killer who does n't know the meaning of the word ` quit . '
7982,3,But never mind all that ; the boobs are fantasti
56,1,More tiring than anything .
8334,0,"A movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms ."
2882,2,"would have been benefited from a sharper , cleaner script before it went in front of the camera ."
7511,3,"Oh , look at that clever angle !"
9619,1,I wanted more .
4986,3,"Piercingly affecting ... while clearly a manipulative film , emerges as powerful rather than cloying ."
1830,4,"But the talented cast alone will keep you watching , as will the fight scenes ."
7729,2,You wo n't look at religious fanatics -- or backyard sheds -- the same way again .
1939,1,"Although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success ."
2341,2,Far away .
2914,3,"Some Body is a shaky , uncertain film that nevertheless touches a few raw nerves ."
4730,0,Reign of Fire has the disadvantage of also looking cheap .
7686,4,"This is a finely written , superbly acted offbeat thriller ."
415,4,Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .
10703,3,"The film fearlessly gets under the skin of the people involved ... This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture ."
3105,0,The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .
751,0,"For the future , one hopes Mr. Plympton will find room for one more member of his little band , a professional screenwriter ."
